dz_label,int_geog,overall_deprivation_rank_2004,overall_deprivation_rank_2006,overall_deprivation_rank_2009,overall_deprivation_rank_2012,income_deprivation_rank_2004,income_deprivation_rank_2006,income_deprivation_rank_2009,income_deprivation_rank_2012,employment_deprivation_rank_2004,employment_deprivation_rank_2006,employment_deprivation_rank_2009,employment_deprivation_rank_2012,health_deprivation_rank_2004,health_deprivation_rank_2006,health_deprivation_rank_2009,health_deprivation_rank_2012,education_deprivation_rank_2004,education_deprivation_rank_2006,education_deprivation_rank_2009,education_deprivation_rank_2012,housing_deprivation_rank_2004,housing_deprivation_rank_2006,housing_deprivation_rank_2009,housing_deprivation_rank_2012,crime_deprivation_rank_2006,crime_deprivation_rank_2009,crime_deprivation_rank_2012
S01003187,Strathbungo,3256,3666,3456,3234,2762,2871,3041,2897,3679,3835,3150,2840,2947,3765,3862,4203,3007,3413,4365,3951,598,598,598,598,1803,793,896
S01003188,Govanhill West,607,941,1282,1170,761,876,833,1301,981,995,1692,1645,311,659,1189,1409,615,1470,1805,414,52,52,52,52,1098,1461,839
S01003189,Govanhill West,1203,1731,1654,1960,1513,1932,1161,1814,1645,2150,2642,2405,654,1857,2620,3388,1486,1560,1207,1049,15,15,15,15,283,547,886
S01003190,Govanhill East and Aikenhead,435,402,290,361,516,566,264,534,444,219,241,242,111,193,209,175,1395,1294,707,685,272,272,272,272,720,1356,1983
S01003191,Govanhill West,761,495,972,1159,876,436,629,809,669,448,1265,972,471,378,1309,2005,1677,1306,979,2163,396,396,396,396,527,810,390
S01003192,Strathbungo,935,1272,1007,1482,1814,1738,1736,2192,1073,1246,1617,1481,550,1225,1166,1721,679,1484,81,683,3,3,3,3,178,1180,939
S01003193,Baillieston East,1975,2769,3415,3692,2463,2914,3176,3879,2150,3249,4029,4064,1896,1941,3095,3567,1940,2409,3860,3959,2674,2674,2674,2674,3768,3114,2679
S01003194,Braidfauld,139,227,264,153,454,452,313,194,94,101,220,187,101,181,246,318,103,601,401,153,394,394,394,394,912,1640,953
S01003195,Carmyle and Mount Vernon South,2497,3191,3086,3107,2853,3012,2375,2661,2190,3070,3073,2871,2122,2959,2822,2416,3152,4138,4237,5205,2038,2038,2038,2038,3188,5132,3778
S01003196,Maxwell Park,4761,5287,4175,4345,4616,4856,3611,4720,5342,6040,5014,4542,4094,5716,4505,4286,5215,4411,4886,4391,4942,4942,4942,4942,2740,1134,3334
S01003197,Mount Vernon North and Sandyhills,4051,4337,4468,3912,3945,3883,4336,3414,3414,4145,4162,3837,3191,3965,3427,3521,4196,4524,4602,3730,2985,2985,2985,2985,5074,4752,4060
S01003198,Govanhill East and Aikenhead,417,405,369,639,295,368,272,780,706,723,654,954,373,170,181,239,670,323,432,601,120,120,120,120,1596,1966,613
S01003199,Shettleston South,1859,1568,1630,1521,2480,1665,1651,1772,1943,1711,1795,1875,1233,698,516,353,1808,2826,3037,2577,1001,1001,1001,1001,1228,2782,1786
S01003200,Govanhill West,889,1114,1214,1475,1131,1011,1123,1326,1091,1133,1044,1413,508,1322,1486,1681,1312,1972,2045,2144,34,34,34,34,233,606,808
S01003201,Dalmarnock,21,547,1168,1334,84,1024,2516,2615,12,775,1152,1239,23,296,610,2576,23,113,265,102,200,200,200,200,1774,4267,4250
S01003202,Toryglen and Oatlands,89,109,108,218,215,126,139,298,48,95,96,556,92,194,51,11,210,353,464,483,361,361,361,361,1880,3178,1095
S01003203,Mosspark,1485,2235,1764,1452,2057,2005,2042,1595,1408,2292,2080,1748,1259,2029,1041,1093,1238,2769,1844,1574,865,865,865,865,3799,4141,3368
S01003204,Pollok North and East,512,845,892,801,472,860,1002,962,1043,1354,1147,1049,1054,678,685,949,361,807,795,587,243,243,243,243,545,1133,789
S01003205,Dalmarnock,11,66,86,87,7,40,77,63,4,43,58,69,4,10,73,151,272,499,586,438,634,634,634,634,1384,1024,855
S01003206,Govanhill West,396,404,415,488,602,490,459,440,233,232,309,436,320,228,227,437,923,1488,1046,1352,273,273,273,273,651,1073,408
S01003207,Pollokshields East,1676,2156,1577,2193,1280,1678,691,1947,2511,2562,2820,2662,2381,2800,2580,2927,1709,1520,1339,1572,37,37,37,37,3236,2367,1850
S01003208,Braidfauld,23,17,18,38,43,35,13,37,63,28,53,82,39,87,57,63,17,21,20,120,333,333,333,333,438,798,391
S01003209,Mosspark,1607,2136,2101,2584,1961,2334,2072,2635,1255,1677,2137,2862,1305,2113,1620,1892,2196,3083,3318,3679,985,985,985,985,2760,4631,5172
S01003210,Maxwell Park,4692,4498,4062,4395,3278,3362,3101,3390,5810,5723,5353,5573,2903,2747,2772,2632,5159,4238,4631,5535,3604,3604,3604,3604,2048,601,3079
S01003211,Pollokshields East,1625,2582,1842,2508,962,2006,699,2075,2594,3681,3743,3447,1590,1842,2151,2640,2410,1680,1735,2022,166,166,166,166,4529,3206,1018
S01003212,Mount Vernon North and Sandyhills,3664,3811,4549,4126,3765,3808,3663,3746,3079,3127,4210,3775,2655,4309,4879,4767,3195,3823,4936,4186,4070,4070,4070,4070,4278,5016,3243
S01003213,Braidfauld,828,918,704,897,775,751,496,688,913,892,751,616,1025,836,748,1398,994,1533,1471,1836,580,580,580,580,1504,748,1324
S01003214,Baillieston West,971,1188,1084,1019,1719,1399,1143,1086,987,1212,955,1152,618,649,1017,803,897,1571,1316,1116,522,522,522,522,4022,4644,2906
S01003215,Pollok North and East,478,1031,947,881,477,1075,620,883,741,1594,1598,1303,1110,943,953,707,222,427,532,637,722,722,722,722,1573,2992,1212
S01003216,Cardonald West and Central,1917,2576,2076,1689,2551,2073,1688,1363,1511,2449,1932,1764,1484,2548,1538,1054,2222,2983,2656,2182,2006,2006,2006,2006,2674,4968,4248
S01003217,Dalmarnock,24,19,45,37,42,37,75,41,17,8,17,27,2,103,37,10,174,15,254,255,566,566,566,566,399,600,767
S01003218,Cardonald South and East,1856,2460,2173,1712,1966,1743,1734,1587,2034,2372,2190,1950,1446,2124,2116,944,2261,3882,2679,1949,728,728,728,728,3561,2904,3229
S01003219,Mosspark,1892,2632,2848,2715,2112,2094,2704,2882,1514,2880,2782,2863,2057,1972,2084,1875,2377,2643,3206,2309,1186,1186,1186,1186,4594,4233,4385
S01003220,Pollokshields East,1621,1861,1184,1796,1270,1166,279,1134,1921,2168,1859,2096,1826,2584,2465,1999,1983,1955,2404,2552,241,241,241,241,2384,1625,1522
S01003221,Cardonald South and East,210,387,367,362,267,364,265,346,240,346,325,288,150,249,423,676,428,1394,1344,1060,355,355,355,355,469,602,215
S01003222,Pollokshields East,1361,1992,1432,2195,899,1539,616,1905,2185,2500,2753,2754,1376,1853,2706,2364,2147,1886,1098,2281,29,29,29,29,2743,1241,659
S01003223,Braidfauld,173,347,414,242,85,369,546,400,178,311,232,163,314,627,1314,883,524,430,296,174,385,385,385,385,264,393,194
S01003224,Mount Vernon North and Sandyhills,4897,5111,5228,5151,5552,5598,5814,5328,4507,4073,4586,4393,3929,4830,4570,4596,3571,4553,4422,4603,3630,3630,3630,3630,4688,5444,5147
S01003225,Gorbals and Hutchesontown,145,238,178,155,246,188,179,137,88,167,158,176,175,242,270,123,413,702,236,477,434,434,434,434,2168,3310,1936
S01003226,Braidfauld,158,263,237,227,143,207,212,261,221,444,263,293,258,284,424,502,160,311,199,248,606,606,606,606,673,2805,451
S01003227,Pollokshields East,1739,1836,1470,2274,1356,1730,576,1783,2967,2295,2940,2725,1762,2074,2109,3225,1722,1661,1571,2133,39,39,39,39,689,1346,938
S01003228,Braidfauld,402,559,687,813,489,445,888,746,194,537,589,636,702,523,339,865,859,951,917,1261,531,531,531,531,1506,1637,1835
S01003229,Pollokshields West,4823,5884,5455,5695,4417,5834,5003,5705,5353,6022,6046,6259,5251,4663,5309,5871,5368,4961,4815,5403,5587,5587,5587,5587,4750,3691,3860
S01003230,Mosspark,1454,1756,1926,2234,1648,1680,1455,2115,1039,1636,2425,2936,1432,1751,1689,1730,2320,1824,2038,2059,1060,1060,1060,1060,2840,3918,2231
S01003231,Baillieston West,627,742,879,865,864,1064,1194,1076,525,570,716,991,917,697,394,421,815,865,1590,982,145,145,145,145,1813,3363,2668
S01003232,Laurieston and Tradeston,71,68,109,84,105,108,219,256,3,9,33,55,10,5,42,13,1097,1293,1146,553,212,212,212,212,54,111,38
S01003233,Mount Vernon North and Sandyhills,5051,5184,5258,5366,5077,5134,5337,5645,4127,4706,4900,4474,4794,4106,4191,4828,4656,5332,5395,5424,4958,4958,4958,4958,5652,4178,4819
S01003234,Pollokshields West,3761,4527,4164,4765,3282,4138,3811,3927,3287,4200,3728,4323,2690,3203,3542,3769,4543,4433,4144,5127,4835,4835,4835,4835,2738,1863,3623
S01003235,Shettleston South,1823,2536,2473,2418,2186,2384,2256,2154,1612,2449,2074,2354,1494,1424,1520,1172,1871,3057,3092,3785,1076,1076,1076,1076,3440,5712,3523
S01003236,Pollokshields West,1057,1844,1207,2246,706,1768,419,1802,1595,2568,2115,2158,1495,1895,3180,3647,1332,957,956,1947,59,59,59,59,1955,1515,2186
S01003237,Baillieston West,412,653,690,606,540,829,754,542,621,499,688,701,363,554,487,326,229,756,647,831,226,226,226,226,3113,3553,3615
S01003238,Cardonald West and Central,2429,2699,2071,1773,2955,2567,2153,1714,2453,2453,1980,1694,1381,1759,852,717,2580,3494,3156,3167,514,514,514,514,2763,3586,3468
S01003239,Cardonald South and East,1651,1958,1578,1291,1923,1671,1197,1186,1294,2050,1968,1528,1412,1367,1401,785,2305,2518,1876,1712,1016,1016,1016,1016,2047,921,724
S01003240,Cardonald West and Central,3888,3868,3875,3440,3516,2986,4002,3136,3916,3971,3935,3546,3733,3616,3226,2138,2951,3215,2740,3201,1440,1440,1440,1440,3785,1468,4355
S01003241,Shettleston South,2902,3658,4150,4391,2917,3564,3832,3401,2061,2682,3057,3728,2643,2928,3535,3288,3915,4051,4642,5237,2359,2359,2359,2359,5212,4536,6062
S01003242,Kingston West and Dumbreck,1930,2243,2123,1885,1861,1827,2213,1987,1282,1927,1595,1382,2182,2086,1819,1954,4867,3698,3711,3121,1567,1567,1567,1567,3312,3806,3348
S01003243,Cardonald West and Central,2083,2140,1981,1841,2056,1961,1959,1382,1882,1951,1753,1968,1626,1704,1092,902,2457,2536,3137,3705,1540,1540,1540,1540,1848,1564,1842
S01003244,Baillieston East,300,421,421,443,680,484,402,457,262,437,384,497,253,253,319,96,114,411,548,1135,600,600,600,600,2517,2984,2396
S01003245,Gorbals and Hutchesontown,45,99,165,215,146,95,202,297,51,142,315,392,38,51,74,99,57,246,169,289,280,280,280,280,1882,1558,892
S01003246,Shettleston North,191,208,122,72,397,256,119,143,56,41,16,7,57,147,106,35,1246,1849,1619,899,664,664,664,664,1983,2257,833
S01003247,Parkhead East and Braidfauld North,251,434,592,553,231,373,644,397,323,641,696,807,639,342,408,447,105,359,488,697,567,567,567,567,1608,2330,1255
S01003248,"Calton, Galllowgate and Bridgeton",299,241,283,544,514,233,221,550,286,106,166,648,190,303,310,265,254,635,1000,736,602,602,602,602,2329,1090,816
S01003249,Parkhead East and Braidfauld North,1096,1597,1185,1001,1218,1489,1063,1038,1329,1541,955,1106,1449,1498,1603,1572,963,2547,1855,870,142,142,142,142,1993,1777,586
S01003250,Mosspark,1532,1924,1710,1938,2292,2025,1841,2126,1472,1904,1895,2346,677,2036,1264,1508,1644,2123,2370,2286,1021,1021,1021,1021,1061,1512,1211
S01003251,Dalmarnock,87,114,113,85,131,72,129,101,87,107,153,91,43,157,149,105,128,390,94,158,572,572,572,572,1784,1038,1586
S01003252,Baillieston West,4269,4349,4758,4866,4885,4341,4805,4096,3403,3746,4062,4123,2465,2893,3599,4394,4348,4767,4083,4865,2676,2676,2676,2676,6277,6103,4943
S01003253,Parkhead West and Barrowfield,15,8,7,5,61,7,2,1,22,2,1,1,20,22,6,3,9,70,48,92,276,276,276,276,1014,1271,436
S01003254,Dalmarnock,30,45,99,119,25,33,58,82,65,27,111,180,94,182,274,181,13,40,129,128,702,702,702,702,1855,1970,1919
S01003255,Cardonald South and East,1637,1824,1660,1337,1434,1628,1653,1287,2109,2173,2180,1801,1065,1452,1168,682,2184,2672,2044,1635,587,587,587,587,418,199,557
S01003256,Pollokshields West,228,226,197,195,101,94,27,89,254,313,352,261,352,210,249,258,1105,801,1076,878,257,257,257,257,775,651,661
S01003257,Pollokshields West,2709,3639,2996,3387,2073,2856,1768,2582,4029,4166,4545,4364,3466,3826,3855,4200,3345,2750,2147,2915,1019,1019,1019,1019,3612,3268,3990
S01003258,Baillieston West,3727,3952,4535,4487,4111,3691,4223,4217,3061,3785,4025,3677,3510,4160,3553,3653,2913,2875,4010,4721,2188,2188,2188,2188,2825,4597,5028
S01003259,Baillieston East,2909,3373,3330,3094,2876,3509,3640,3132,2818,3494,3283,2790,2404,2228,2292,2200,2987,3784,3797,4525,1588,1588,1588,1588,2562,2745,2362
S01003260,Mount Vernon North and Sandyhills,4262,4398,4794,5146,4464,4121,4387,4450,2846,3376,3479,4191,3426,4412,4362,4323,4651,4760,5713,5559,5040,5040,5040,5040,2832,4906,5444
S01003261,Cardonald West and Central,4748,4857,4969,4850,4905,4615,4680,4524,3460,4005,3972,3993,3971,3915,3749,4121,4790,4876,4737,5135,4884,4884,4884,4884,2684,4106,1747
S01003262,Tollcross,367,386,479,449,401,279,341,691,342,728,838,530,223,248,379,187,1240,530,690,956,127,127,127,127,463,612,96
S01003263,Parkhead West and Barrowfield,134,155,298,297,70,191,256,272,206,265,438,711,252,251,454,249,144,34,203,227,1035,1035,1035,1035,365,380,168
S01003264,Mosspark,1740,2327,2386,2150,2258,2083,1598,1832,1183,1873,2999,2370,1120,1758,1107,1076,2619,3104,3504,2937,1296,1296,1296,1296,4044,4497,3353
S01003265,Cardonald West and Central,2413,2507,2893,2634,2431,2266,2643,2161,2576,1685,2559,2766,871,2265,2203,1512,3885,4791,3795,3781,1065,1065,1065,1065,1795,1530,1912
S01003266,Tollcross,801,1011,987,1196,1076,841,815,966,551,697,826,1157,435,537,534,549,1629,2662,1921,1938,1530,1530,1530,1530,4012,3592,4166
S01003267,Shettleston North,831,1067,1048,693,848,600,639,386,836,943,960,768,491,854,827,392,1512,2716,2384,2068,662,662,662,662,4059,2926,2072
S01003268,Gorbals and Hutchesontown,1229,1539,1969,1878,1149,1144,1294,1555,1539,1692,2295,2065,992,1435,2086,1444,872,1729,1880,1834,1355,1355,1355,1355,1371,2226,1920
S01003269,Parkhead East and Braidfauld North,595,545,589,370,545,613,725,373,615,379,348,246,544,301,438,514,1103,1403,1290,1093,308,308,308,308,1427,1840,577
S01003270,"Calton, Galllowgate and Bridgeton",437,162,313,238,525,186,408,282,692,160,349,270,554,205,258,361,104,305,271,328,351,351,351,351,229,429,175
S01003271,"Calton, Galllowgate and Bridgeton",553,669,1082,1117,1133,1110,1241,1463,549,687,1065,1155,273,312,511,434,430,815,1886,1562,332,332,332,332,350,704,667
S01003272,Gorbals and Hutchesontown,16,194,273,384,39,210,273,611,42,170,356,520,45,187,195,232,19,377,311,244,247,247,247,247,1439,1150,778
S01003273,Parkhead West and Barrowfield,74,43,54,34,78,28,60,59,19,12,12,12,118,121,64,51,429,333,580,272,405,405,405,405,294,191,95
S01003274,Laurieston and Tradeston,9,163,201,89,98,130,308,44,7,299,282,216,17,122,136,247,77,518,184,94,71,71,71,71,95,803,1434
S01003275,Shettleston North,645,701,732,882,1004,656,637,867,262,464,571,651,841,753,664,558,1221,2099,1530,1618,859,859,859,859,454,914,1998
S01003276,Garrowhill West,5482,5180,5511,5324,5757,5051,5071,5445,4821,4489,4720,4175,4174,4832,4942,3959,3833,4717,5151,4596,5145,5145,5145,5145,3160,4684,5606
S01003277,Baillieston East,1228,1186,1455,1446,1284,1397,1516,1452,1059,891,1062,1418,1348,822,1253,824,2020,2073,2715,2381,319,319,319,319,2171,2304,2138
S01003278,Cardonald North,2671,3343,2793,2907,3069,3505,2656,2552,2377,3027,2547,2278,1819,2006,1775,2527,2570,4066,3447,3518,1191,1191,1191,1191,1581,1890,3271
S01003279,Parkhead West and Barrowfield,8,62,1,7,2,63,6,31,100,329,3,5,60,37,4,140,18,1,9,14,27,27,27,27,65,143,93
S01003280,Kingston West and Dumbreck,2821,2377,2195,2024,2630,2285,1835,1908,2500,2234,2086,2201,2123,1905,1497,908,4247,3885,4316,4398,1340,1340,1340,1340,557,976,960
S01003281,Tollcross,347,360,1117,649,347,275,1393,808,522,383,1237,352,187,71,370,557,431,1539,1313,1206,401,401,401,401,1682,1352,1342
S01003282,Cardonald West and Central,4279,4245,4307,4513,3799,4373,3869,3933,3659,3794,3960,3943,3221,3471,3391,4904,4981,4923,4223,3607,2041,2041,2041,2041,617,1928,2211
S01003283,Garrowhill West,3846,4242,4408,3859,3655,4017,3896,3325,3383,3655,3987,3644,4215,3401,2912,2908,3038,3998,4502,4053,1256,1256,1256,1256,4517,5313,3435
S01003284,Craigton,977,1163,1422,840,1337,963,1195,857,850,872,1143,669,510,1095,938,264,1635,2336,2951,2683,315,315,315,315,2154,3409,2923
S01003285,Gorbals and Hutchesontown,197,330,325,1591,251,382,175,2600,321,502,483,3455,98,246,508,1442,153,297,292,163,565,565,565,565,188,970,159
S01003286,Kingston West and Dumbreck,620,834,822,1017,750,765,755,1053,545,725,547,763,426,1211,1046,861,2160,1046,2394,2353,491,491,491,491,965,677,876
S01003287,Cardonald North,416,464,588,423,110,83,181,67,971,771,1043,775,541,771,762,460,443,770,796,1217,1910,1910,1910,1910,3637,1828,2991
S01003288,Garrowhill West,5315,5098,5406,4932,5263,5085,5166,4562,4345,4445,4294,4041,4626,5086,4737,3600,4550,3908,5096,5169,3752,3752,3752,3752,2987,6070,4806
S01003289,Parkhead East and Braidfauld North,250,107,1205,831,240,142,1926,569,315,77,1972,1306,329,185,629,1576,271,219,376,522,579,579,579,579,808,493,889
S01003290,Tollcross,1224,1239,833,652,1580,1221,924,512,1131,1056,680,707,650,688,391,352,1886,2430,1915,1590,372,372,372,372,1631,1245,753
S01003291,Penilee,269,299,254,296,398,292,203,264,131,152,172,294,437,352,377,435,414,761,480,356,813,813,813,813,3033,2024,2677
S01003292,Garrowhill West,3703,3468,3635,3691,3785,3322,2782,3030,3352,3218,3703,3097,3408,3013,3670,4089,2342,3765,4804,4035,2219,2219,2219,2219,1936,1057,3238
S01003293,Shettleston North,131,186,238,108,138,178,248,68,91,165,230,171,153,189,137,52,307,354,513,375,483,483,483,483,877,843,776
S01003294,Craigton,829,814,914,1092,1380,975,881,937,439,576,685,886,494,1156,1049,936,1926,1165,1222,1543,637,637,637,637,328,1308,2287
S01003295,Greenfield,3503,4057,4158,4173,2911,3632,3945,3744,3142,3820,3249,3498,3392,2999,3022,2620,2749,3101,4112,4476,4911,4911,4911,4911,4068,3834,4335
S01003296,Parkhead West and Barrowfield,26,10,28,24,16,9,29,26,54,38,41,44,35,15,26,55,134,81,134,46,224,224,224,224,81,225,242
S01003297,Gorbals and Hutchesontown,101,86,184,176,263,303,499,294,69,82,167,94,27,61,97,760,142,22,118,154,423,423,423,423,425,576,570
S01003298,Hillington,3471,2899,3321,2338,3443,2329,2727,2108,3616,2893,3787,3421,2250,2345,2076,671,3084,3433,3131,3242,1125,1125,1125,1125,1876,3044,1917
S01003299,Parkhead East and Braidfauld North,25,307,29,266,28,300,17,385,55,894,36,528,61,118,35,150,66,198,290,107,153,153,153,153,234,122,897
S01003300,Baillieston East,2260,2753,2937,2510,2487,2661,2755,2834,2278,2118,2611,2436,2119,2750,2350,1659,1668,3154,3686,2887,665,665,665,665,3777,2907,1794
S01003301,Tollcross,372,271,316,197,252,341,315,369,511,255,353,174,250,32,66,163,1045,1148,1088,342,337,337,337,337,539,708,301
S01003302,Laurieston and Tradeston,7,24,291,185,69,46,354,250,25,49,506,350,13,25,264,561,30,88,277,111,85,85,85,85,68,81,78
S01003303,Laurieston and Tradeston,649,504,1218,1552,1238,1129,2504,3281,894,722,1557,2175,138,109,263,182,545,429,1238,2392,731,731,731,731,70,137,173
S01003304,Kingston West and Dumbreck,1721,2471,2517,2501,1579,2234,1567,2378,2037,2759,3633,3126,1737,2471,2305,1827,2658,2596,2627,2379,62,62,62,62,938,2218,1532
S01003305,Shettleston North,3252,3331,2652,2035,4047,3748,2331,1977,3676,3883,3284,2518,1868,2408,1916,1162,2035,1912,2448,1940,1058,1058,1058,1058,1246,933,1088
S01003306,Craigton,869,1260,1091,975,1191,859,927,710,761,1520,1071,1100,640,856,728,487,1233,1746,1525,2076,356,356,356,356,3347,2871,2730
S01003307,Cardonald North,449,644,634,499,541,591,707,527,288,647,469,522,370,293,405,174,1446,1643,1094,910,303,303,303,303,1875,3457,2881
S01003308,Penilee,524,636,686,924,647,877,746,1142,514,715,860,750,731,530,561,1134,457,375,660,997,926,926,926,926,1580,515,2041
S01003309,Old Shettleston and Parkhead North,90,31,50,58,87,22,74,94,34,21,42,45,154,31,33,21,302,397,202,303,645,645,645,645,151,415,624
S01003310,Cardonald North,1466,1693,1612,1352,1585,1453,1474,1065,1335,1708,1596,1607,809,1510,1365,1062,2718,1777,1573,1380,640,640,640,640,3411,3171,2475
S01003311,Garrowhill West,4258,4672,4828,4705,5086,5241,5411,4754,3521,4240,3994,4281,3632,4941,4422,3819,2929,3612,4881,4335,1580,1580,1580,1580,1991,2452,4502
S01003312,Penilee,257,497,666,856,192,343,566,802,344,787,936,793,601,573,395,560,173,298,697,1214,499,499,499,499,2429,1601,3262
S01003313,Parkhead West and Barrowfield,18,213,104,77,33,594,298,205,1,326,30,19,3,2,5,1,238,184,806,926,256,256,256,256,121,185,222
S01003314,Parkhead West and Barrowfield,102,13,69,42,168,16,140,151,43,3,9,22,55,21,41,42,382,267,969,156,307,307,307,307,15,6,11
S01003315,Kinning Park and Festival Park,2104,2586,2409,2252,1449,1802,1610,1868,3717,4210,3616,3328,1706,1683,1532,963,1621,1740,2405,2449,894,894,894,894,3142,2059,2345
S01003316,Ibrox East and Cessnock,623,835,970,934,570,906,792,761,1181,1906,1234,1145,549,863,1565,1594,355,120,703,679,209,209,209,209,652,466,461
S01003317,Barlanark,2534,2606,2615,2139,3273,2912,2532,1834,2834,2651,2848,2483,2584,2329,2332,3275,1054,2077,2199,1426,1524,1524,1524,1524,2782,3255,3749
S01003318,Garrowhill East and Swinton,3450,4098,4424,4073,3378,3939,4061,3789,3267,3677,3939,3754,2330,3595,3828,3428,2788,3526,4150,3752,3582,3582,3582,3582,4046,3938,3729
S01003319,Craigton,32,500,2354,5108,23,864,4526,6502,168,1123,5111,6504,50,696,4216,6344,6,5,1,891,24,24,24,24,195,1496,6487
S01003320,Kinning Park and Festival Park,1594,2383,3301,3119,1358,2590,3107,3515,2824,3871,4460,3743,1318,2752,3331,2949,1330,575,1327,1746,93,93,93,93,1576,3392,1204
S01003321,Garrowhill East and Swinton,3157,3526,3414,3689,2916,3205,3221,3033,2218,2995,3046,3256,3287,3046,3098,3345,3107,3794,3429,3947,5294,5294,5294,5294,4488,3860,4686
S01003322,Ibrox East and Cessnock,616,760,664,1003,1111,823,729,1390,822,936,922,1193,296,449,476,329,540,1139,650,1391,10,10,10,10,573,530,718
S01003323,Garrowhill West,4283,4247,4274,4589,4131,4768,5053,4777,4272,3787,3481,3925,3573,3161,2735,4149,3794,4866,4437,4471,1438,1438,1438,1438,2059,5253,4985
S01003324,Ibrox East and Cessnock,205,328,797,1562,434,425,1077,2475,162,310,1124,2152,71,211,709,1159,532,719,331,513,57,57,57,57,344,544,670
S01003325,Hillington,3692,3684,3806,2955,3673,3154,3002,2056,4076,3763,4161,3435,2642,3464,3741,3100,2666,2827,2690,2619,995,995,995,995,2706,2868,3761
S01003326,Cardonald North,759,754,655,567,797,390,416,348,851,794,522,402,509,830,921,817,1142,1797,1285,1421,956,956,956,956,2507,2495,2121
S01003327,Kinning Park and Festival Park,597,821,858,967,548,924,647,1128,968,1281,1727,1242,461,397,345,426,565,740,853,1468,294,294,294,294,419,992,238
S01003328,"Calton, Galllowgate and Bridgeton",1293,1326,2155,2928,2312,1586,2963,3617,1966,1889,2787,3515,527,1040,1144,2034,902,1283,2806,3808,506,506,506,506,49,133,130
S01003329,Greenfield,1332,1120,1532,1656,1577,1472,2049,2047,1056,924,1488,1298,1130,658,867,855,1502,1889,1496,2671,1054,1054,1054,1054,384,958,1305
S01003330,Garrowhill East and Swinton,5120,5350,5623,5317,4849,5210,5401,4978,4658,5175,5282,5025,6028,5459,5665,5213,3621,4212,4822,4881,4677,4677,4677,4677,5007,5919,6381
S01003331,"Calton, Galllowgate and Bridgeton",83,92,106,231,96,77,105,180,26,33,57,156,117,101,71,110,282,577,620,1580,1127,1127,1127,1127,1318,1161,1884
S01003332,Barlanark,249,454,604,818,247,494,645,702,372,595,973,1456,344,486,935,1421,360,313,348,419,102,102,102,102,1175,241,999
S01003333,"Calton, Galllowgate and Bridgeton",51,295,408,356,95,466,512,403,2,342,456,427,5,9,121,147,407,1001,841,852,873,873,873,873,254,353,304
S01003334,Penilee,493,764,861,1031,724,974,873,1047,506,634,848,1331,456,529,483,529,300,871,1442,1129,604,604,604,604,1790,1416,2008
S01003335,"Calton, Galllowgate and Bridgeton",685,705,1126,1443,1182,1067,1623,1668,839,754,868,1598,229,146,576,1482,1276,1799,3631,2327,621,621,621,621,289,104,46
S01003336,Greenfield,174,172,222,129,314,202,266,139,74,54,99,88,132,114,117,100,525,1477,1288,754,729,729,729,729,605,874,425
S01003337,Old Shettleston and Parkhead North,43,21,13,25,97,13,18,21,44,22,23,41,54,91,39,36,98,131,87,224,178,178,178,178,609,361,261
S01003338,Kinning Park and Festival Park,1150,1813,1600,2312,1334,1712,1237,2157,1464,2187,2167,2464,538,1078,1072,1741,1402,1811,1545,2402,603,603,603,603,2576,2302,2068
S01003339,Hillington,2081,1986,2251,1927,2360,1517,1910,1567,2344,3039,3394,3146,1970,1688,1398,1363,1665,1409,1466,1473,446,446,446,446,3415,4869,3450
S01003340,Greenfield,657,798,739,650,903,750,654,520,521,702,489,678,322,551,526,294,1336,1940,2358,1502,982,982,982,982,568,1157,1266
S01003341,Garrowhill East and Swinton,4502,4669,4955,4852,4820,4736,5295,4380,4108,4377,5193,4681,4590,4733,4658,5415,2375,3355,3714,3896,3287,3287,3287,3287,3565,3334,3883
S01003342,Gallowgate North and Bellgrove,22,52,42,151,80,96,93,231,57,89,74,272,12,72,30,33,7,14,47,307,69,69,69,69,405,525,494
S01003343,Barlanark,67,65,117,121,40,21,81,154,210,174,324,262,134,52,157,95,47,158,86,84,139,139,139,139,495,854,2388
S01003344,Penilee,427,1888,2763,2593,222,2196,3269,2664,944,3902,3675,3626,808,2598,3981,5155,402,172,543,668,571,571,571,571,3068,2987,4509
S01003345,Hillington,2113,2103,1723,1300,2326,1571,1290,1232,2020,2024,1659,1355,2243,2411,1506,867,1736,2214,2691,1784,716,716,716,716,4302,3234,2479
S01003346,Craigton,497,617,533,589,626,807,685,828,420,626,603,677,430,374,223,102,505,595,522,772,819,819,819,819,1404,2078,1607
S01003347,Carntyne West and Haghill,31,7,43,33,107,8,82,58,30,5,61,56,37,27,52,28,41,23,40,88,175,175,175,175,774,1194,396
S01003348,Kinning Park and Festival Park,1628,2467,2456,2333,1716,2383,2508,2495,3189,3301,2813,2807,1100,1521,1640,1126,634,2412,1831,2340,1234,1234,1234,1234,647,1542,1505
S01003349,Drumoyne and Shieldhall,63,157,389,541,51,107,321,724,96,251,550,652,85,142,144,127,123,230,572,702,426,426,426,426,1337,1963,1492
S01003350,Penilee,296,453,1090,1105,261,460,883,1037,412,385,1683,1917,466,969,765,1154,464,281,911,476,488,488,488,488,3421,2206,2959
S01003351,Ibrox East and Cessnock,254,568,575,508,338,603,853,929,345,1210,842,834,163,230,312,48,388,522,407,482,54,54,54,54,280,358,674
